Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Parth Nath,8751916128,parth.nath@gmail.com,Jharsuguda,Informatics Practices,Class 6-10 all,Interactive and student-centered,417,In-person,19,M.Sc
Kalyani Swain,8782022886,kalyani.swain@gmail.com,Sambalpur,Hindi,Class 11-12 CBSE,Interactive and student-centered,633,Both,15,M.A
Ramya Rai,8135060450,ramya.rai@gmail.com,Jharsuguda,Psychology,Class 11-12 all,Interactive and student-centered,504,Both,18,PhD
Rakesh Mishra,9559619454,rakesh.mishra@gmail.com,Rayagada,Business Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,784,Both,5,M.A
Gaurav Mandal,7488574232,gaurav.mandal@gmail.com,Cuttack,Business Studies,Class 1-5 all,Interactive and student-centered,564,In-person,16,M.A
Lohit Khatua,8144275773,lohit.khatua@gmail.com,Dhenkanal,Physics,Class 6-10 all,Interactive and student-centered,423,Both,1,M.Sc
Pramod Mahajan,9397517265,pramod.mahajan@gmail.com,Malkangiri,Economics,Class 6-10 all,Interactive and student-centered,402,Both,7,M.A
Gunjan Mahajan,8256904519,gunjan.mahajan@gmail.com,Mayurbhanj,Economics,Class 6-10 CBSE,Interactive and student-centered,592,Both,9,B.Sc
Bhushan Dhal,9307785592,bhushan.dhal@gmail.com,Mayurbhanj,Music,Class 6-10 CHSE,Interactive and student-centered,863,Online,16,B.Ed
Varun Dahal,9728737995,varun.dahal@gmail.com,Khurda,Mathematics,Class 11-12 all,Interactive and student-centered,912,In-person,9,M.A
Pranay Patra,7542575093,pranay.patra@gmail.com,Keonjhar,Physics,Class 11-12 CHSE & CBSE,Interactive and student-centered,318,In-person,17,M.A
Bhargav Ray,7810124702,bhargav.ray@gmail.com,Kalahandi,Hindi,Only 9th-10th CBSE,Interactive and student-centered,822,Online,7,B.Ed
Devendra Biswal,8252718754,devendra.biswal@gmail.com,Bhubaneswar,Statistics,Class 1-5 all,Interactive and student-centered,481,Both,17,B.Ed
Aryan Barik,9835841679,aryan.barik@gmail.com,Gajapati,Accountancy,Class 6-10 CBSE,Interactive and student-centered,315,Online,12,PhD
Geeta Ranjan,7763830552,geeta.ranjan@gmail.com,Keonjhar,Art and Craft,Only 9th-10th ICSE,Interactive and student-centered,952,Both,11,B.Ed
Suman Barik,8760424119,suman.barik@gmail.com,Kalahandi,Physical Education,Class 6-10 CHSE,Interactive and student-centered,388,In-person,20,B.Sc
Aditi Patra,7136766949,aditi.patra@gmail.com,Keonjhar,English,Class 6-10 CHSE & CBSE,Interactive and student-centered,517,Online,3,B.Ed
Anurag Ray,7373532317,anurag.ray@gmail.com,Khurda,Biology,Class 11-12 CBSE,Interactive and student-centered,598,Online,13,M.A
Surendra Patel,7683665012,surendra.patel@gmail.com,Rayagada,Music,Class 6-10 CHSE,Interactive and student-centered,486,Both,16,PhD
Rahul Patel,8506598353,rahul.patel@gmail.com,Kandhamal,Informatics Practices,Class 6-10 CHSE & CBSE,Interactive and student-centered,913,Both,14,B.Sc
Rahul Sahani,9131531853,rahul.sahani@gmail.com,Deogarh,Geography,Class 1-5 ICSE,Interactive and student-centered,615,Online,3,PhD
Parthasarathi Bhatia,9397758294,parthasarathi.bhatia@gmail.com,Dhenkanal,English,Only 9th-10th ICSE,Interactive and student-centered,372,In-person,20,B.Ed
Kiran Bhoi,7104636539,kiran.bhoi@gmail.com,Nabarangpur,Economics,Class 6-10 CBSE,Interactive and student-centered,368,Both,4,B.Sc
Shreya Dharma,7205725581,shreya.dharma@gmail.com,Kandhamal,Psychology,Class 6-10 all,Interactive and student-centered,643,In-person,7,B.Sc
Tanvi Das,8734737849,tanvi.das@gmail.com,Malkangiri,Geography,Class 11-12 CHSE,Interactive and student-centered,825,Both,4,PhD
Riya Maheshwari,7318396572,riya.maheshwari@gmail.com,Ganjam,History,Only 9th-10th CHSE & CBSE,Interactive and student-centered,866,Both,15,M.Sc
Ayaan Panda,8431117456,ayaan.panda@gmail.com,Bhubaneswar,Art and Craft,Only 9th-10th CHSE,Interactive and student-centered,461,Online,3,B.Sc
Parth Padhy,9941071026,parth.padhy@gmail.com,Jajpur,Physics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,629,In-person,11,B.Ed
Chandra Nanda,9635785417,chandra.nanda@gmail.com,Dhenkanal,Computer Science,Class 6-10 all,Interactive and student-centered,824,In-person,10,M.A
Isha Dhal,9351334895,isha.dhal@gmail.com,Nuapada,History,Class 11-12 ICSE,Interactive and student-centered,317,Both,2,B.Sc
Varun Nayak,8464929173,varun.nayak@gmail.com,Sundargarh,Environmental Studies,Class 11-12 ICSE,Interactive and student-centered,915,Online,4,PhD
Siddharth Sain,7528124075,siddharth.sain@gmail.com,Jagatsinghpur,Hindi,Class 11-12 ICSE,Interactive and student-centered,708,Both,3,B.Sc
Gunjan Dharma,8662033224,gunjan.dharma@gmail.com,Kandhamal,Dance,Class 1-5 all,Interactive and student-centered,906,In-person,7,M.Sc
Saurav Basu,8643962103,saurav.basu@gmail.com,Keonjhar,Economics,Class 6-10 all,Interactive and student-centered,594,Online,7,M.A
Indu Patel,8269447608,indu.patel@gmail.com,Kalahandi,Statistics,Class 11-12 CHSE & CBSE,Interactive and student-centered,507,Both,11,PhD
Shreya Sethi,9772363277,shreya.sethi@gmail.com,Bargarh,Sociology,Class 11-12 ICSE,Interactive and student-centered,733,In-person,12,PhD
Laxman Bhunia,8267026666,laxman.bhunia@gmail.com,Balasore,Music,Class 1-5 CHSE & CBSE,Interactive and student-centered,655,In-person,16,B.Sc
Mithun Nayak,8709361489,mithun.nayak@gmail.com,Khurda,Chemistry,Class 11-12 all,Interactive and student-centered,905,Both,16,PhD
Soni Jena,8621216087,soni.jena@gmail.com,Nayagarh,Accountancy,Class 1-5 ICSE,Interactive and student-centered,995,In-person,2,M.Sc
Aman Das,7894943865,aman.das@gmail.com,Nayagarh,Informatics Practices,Class 1-5 CHSE & CBSE,Interactive and student-centered,696,In-person,2,B.Ed
Parthasarathi Dash,9989743700,parthasarathi.dash@gmail.com,Sambalpur,Economics,Only 9th-10th ICSE,Interactive and student-centered,366,In-person,20,B.Ed
Chandra Sahu,8623747300,chandra.sahu@gmail.com,Mayurbhanj,Biology,Only 9th-10th CBSE,Interactive and student-centered,795,Online,7,PhD
Aman Srinivas,7614631557,aman.srinivas@gmail.com,Balangir,Economics,Class 1-5 ICSE,Interactive and student-centered,873,Online,17,M.A
Jayesh Mohapatra,7115535173,jayesh.mohapatra@gmail.com,Kendrapara,Environmental Studies,Class 6-10 ICSE,Interactive and student-centered,543,Both,14,B.Sc
Sunita Nanda,8497452290,sunita.nanda@gmail.com,Malkangiri,Mathematics,Class 11-12 CHSE,Interactive and student-centered,880,Both,20,M.A
Tejas Bhanja,8406526822,tejas.bhanja@gmail.com,Nabarangpur,Accountancy,Class 6-10 CBSE,Interactive and student-centered,653,Online,6,M.Sc
Deepak Dash,7218998051,deepak.dash@gmail.com,Khurda,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,644,Both,12,B.Ed
Divya Choudhury,7297510948,divya.choudhury@gmail.com,Jajpur,Political Science,Only 9th-10th CBSE,Interactive and student-centered,690,In-person,3,B.Ed
Nitin Patel,9747970953,nitin.patel@gmail.com,Koraput,Social Studies,Class 1-5 all,Interactive and student-centered,492,Both,5,B.Ed
Dinesh Patel,9781844440,dinesh.patel@gmail.com,Mayurbhanj,Sociology,Class 11-12 CHSE & CBSE,Interactive and student-centered,615,In-person,12,M.A
Jatin Sahu,7334907785,jatin.sahu@gmail.com,Deogarh,Art and Craft,Class 11-12 all,Interactive and student-centered,872,Online,20,M.Sc
Shantanu Patnaik,8569245012,shantanu.patnaik@gmail.com,Jagatsinghpur,Social Studies,Class 6-10 ICSE,Interactive and student-centered,446,Both,9,PhD
Mohit Rout,7512339388,mohit.rout@gmail.com,Bolangir,Geography,Only 9th-10th CHSE & CBSE,Interactive and student-centered,353,In-person,2,B.Ed
Anvi Jadhav,7868467411,anvi.jadhav@gmail.com,Nuapada,Economics,Class 11-12 CHSE & CBSE,Interactive and student-centered,509,Both,17,B.Ed
Tanisha Khatua,8903947964,tanisha.khatua@gmail.com,Bhadrak,General Science,Only 9th-10th CBSE,Interactive and student-centered,730,In-person,2,M.Sc
Padma Sahu,7449898816,padma.sahu@gmail.com,Jagatsinghpur,Physics,Class 11-12 CBSE,Interactive and student-centered,331,Both,16,B.Sc
Surendra Panda,9657207303,surendra.panda@gmail.com,Kandhamal,Moral Science,Class 6-10 CHSE,Interactive and student-centered,696,Both,14,PhD
Ganesh Sahani,9426695050,ganesh.sahani@gmail.com,Jagatsinghpur,Environmental Studies,Class 1-5 ICSE,Interactive and student-centered,734,Online,15,M.A
Saroj Das,9257861339,saroj.das@gmail.com,Sambalpur,Chemistry,Class 6-10 all,Interactive and student-centered,830,Online,14,B.Sc
Gita Ghosh,8598646942,gita.ghosh@gmail.com,Rayagada,History,Class 11-12 CHSE,Interactive and student-centered,763,Online,20,M.Sc
Ramya Sahani,8877871086,ramya.sahani@gmail.com,Mayurbhanj,History,Class 1-5 ICSE,Interactive and student-centered,631,In-person,4,B.Sc
Lavish Bikash,7232855530,lavish.bikash@gmail.com,Dhenkanal,Dance,Class 1-5 CHSE,Interactive and student-centered,324,Both,5,M.Sc
Trisha Mahanti,8844260855,trisha.mahanti@gmail.com,Dhenkanal,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,746,Online,6,B.Sc
Shyam Kumar,7548571581,shyam.kumar@gmail.com,Khurda,Social Studies,Class 6-10 ICSE,Interactive and student-centered,771,Online,12,B.Ed
Jivika Nayak,9676337050,jivika.nayak@gmail.com,Sundargarh,Social Studies,Class 1-5 all,Interactive and student-centered,888,Online,20,B.Sc
Pranav Barik,7251917353,pranav.barik@gmail.com,Angul,Business Studies,Class 11-12 CHSE & CBSE,Interactive and student-centered,701,In-person,4,PhD
Kanika Ray,9500485683,kanika.ray@gmail.com,Nabarangpur,Music,Class 6-10 ICSE,Interactive and student-centered,554,In-person,12,PhD
Shivam Nayak,7499440869,shivam.nayak@gmail.com,Sambalpur,Business Studies,Class 6-10 ICSE,Interactive and student-centered,695,Both,12,M.Sc
Vedant Kumar,7519920533,vedant.kumar@gmail.com,Balasore,Dance,Class 6-10 CBSE,Interactive and student-centered,969,Online,11,PhD
Rishabh Bansal,8617015874,rishabh.bansal@gmail.com,Bargarh,Mathematics,Only 9th-10th ICSE,Interactive and student-centered,687,Both,6,B.Sc
Padma Mallick,9229592800,padma.mallick@gmail.com,Jagatsinghpur,Music,Class 6-10 CBSE,Interactive and student-centered,798,Online,4,M.Sc
Hemal Rath,7686619340,hemal.rath@gmail.com,Dhenkanal,Social Studies,Class 1-5 CBSE,Interactive and student-centered,528,Online,13,B.Ed
Rajat Rath,7629111576,rajat.rath@gmail.com,Dhenkanal,Physics,Class 1-5 CHSE & CBSE,Interactive and student-centered,394,In-person,15,PhD
Shyam Nayak,8707265328,shyam.nayak@gmail.com,Jagatsinghpur,General Science,Class 1-5 ICSE,Interactive and student-centered,915,In-person,1,PhD
Manish Routray,7998656128,manish.routray@gmail.com,Jagatsinghpur,Biology,Class 11-12 ICSE,Interactive and student-centered,586,Both,7,M.Sc
Chirag Nanda,8267977688,chirag.nanda@gmail.com,Angul,Moral Science,Class 1-5 ICSE,Interactive and student-centered,481,Both,6,PhD
Alok Jadhav,9316620137,alok.jadhav@gmail.com,Koraput,Music,Class 6-10 CHSE,Interactive and student-centered,931,In-person,15,M.Sc
Harpreet Thakur,8999266929,harpreet.thakur@gmail.com,Kendrapara,Psychology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,500,In-person,19,B.Ed
Tarun Suman,9162275186,tarun.suman@gmail.com,Jagatsinghpur,Computer Science,Class 11-12 ICSE,Interactive and student-centered,754,In-person,1,B.Sc
Shraddha Patel,9659334630,shraddha.patel@gmail.com,Cuttack,Physical Education,Class 6-10 CBSE,Interactive and student-centered,684,In-person,13,PhD
Ramesh Nayak,9127547203,ramesh.nayak@gmail.com,Cuttack,Biology,Class 11-12 CBSE,Interactive and student-centered,671,In-person,6,B.Ed
Pallavi Khatua,7550050916,pallavi.khatua@gmail.com,Deogarh,Biology,Class 1-5 all,Interactive and student-centered,845,Online,6,M.A
Saanvi Dandapat,7493862189,saanvi.dandapat@gmail.com,Angul,Geography,Class 11-12 CHSE,Interactive and student-centered,919,Online,1,M.A
Prashant Tiwari,9349702619,prashant.tiwari@gmail.com,Kandhamal,Art and Craft,Class 6-10 all,Interactive and student-centered,939,In-person,7,PhD
Tanu Kumar,8748331786,tanu.kumar@gmail.com,Keonjhar,Biology,Class 1-5 CHSE & CBSE,Interactive and student-centered,704,Both,3,B.Sc
Jaya Ghosh,7221167327,jaya.ghosh@gmail.com,Sambalpur,History,Class 1-5 all,Interactive and student-centered,911,Both,14,B.Sc
Parth Mishra,7328890520,parth.mishra@gmail.com,Kendrapara,Physical Education,Class 6-10 all,Interactive and student-centered,312,In-person,5,PhD
Vishnu Jani,8783497824,vishnu.jani@gmail.com,Kandhamal,Social Studies,Class 6-10 CHSE,Interactive and student-centered,923,Online,13,B.Ed
Tejashwi Rout,9387366820,tejashwi.rout@gmail.com,Kendrapara,Environmental Studies,Class 6-10 ICSE,Interactive and student-centered,629,Both,6,PhD
Saanvi Rout,9267940732,saanvi.rout@gmail.com,Keonjhar,Informatics Practices,Class 11-12 ICSE,Interactive and student-centered,307,In-person,20,M.A
Shantanu Thakur,9147267286,shantanu.thakur@gmail.com,Gajapati,Political Science,Class 1-5 all,Interactive and student-centered,481,Both,17,M.A
Ameer Thakur,7471171646,ameer.thakur@gmail.com,Puri,Moral Science,Only 9th-10th ICSE,Interactive and student-centered,539,In-person,16,B.Sc
Yogesh Mahanta,7165275347,yogesh.mahanta@gmail.com,Sundargarh,Statistics,Class 1-5 all,Interactive and student-centered,915,Both,2,PhD
Anika Sahu,7181481045,anika.sahu@gmail.com,Bhubaneswar,Informatics Practices,Class 6-10 CBSE,Interactive and student-centered,680,In-person,19,PhD
Chirag Nayak,7170626850,chirag.nayak@gmail.com,Jharsuguda,Informatics Practices,Class 6-10 all,Interactive and student-centered,406,Both,15,M.A
Usha Dash,7327582589,usha.dash@gmail.com,Ganjam,Physical Education,Class 1-5 CHSE,Interactive and student-centered,351,Both,8,M.A
Ujjwal Bhanja,8102083757,ujjwal.bhanja@gmail.com,Kandhamal,Physical Education,Class 1-5 CHSE,Interactive and student-centered,742,Both,8,M.Sc
Harsha Bhanja,9320485335,harsha.bhanja@gmail.com,Jajpur,Art and Craft,Class 1-5 CHSE & CBSE,Interactive and student-centered,793,Online,16,M.Sc
Pranav Dandapat,8724960049,pranav.dandapat@gmail.com,Nuapada,Environmental Studies,Class 6-10 CHSE,Interactive and student-centered,612,Both,8,M.Sc
Lohit Sethi,7612593001,lohit.sethi@gmail.com,Jharsuguda,Psychology,Only 9th-10th all,Interactive and student-centered,474,Both,12,M.A
Padma Ghosh,7604247176,padma.ghosh@gmail.com,Malkangiri,General Science,Class 11-12 ICSE,Interactive and student-centered,544,Both,4,B.Sc
Priyanka Tripathy,7196075466,priyanka.tripathy@gmail.com,Gajapati,Geography,Class 6-10 CHSE & CBSE,Interactive and student-centered,842,Online,19,B.Ed
Siddharth Pradhan,7156624080,siddharth.pradhan@gmail.com,Keonjhar,Economics,Only 9th-10th CBSE,Interactive and student-centered,844,In-person,12,PhD
Sandeep Panda,7699335651,sandeep.panda@gmail.com,Sambalpur,English,Class 1-5 ICSE,Interactive and student-centered,786,Online,20,PhD
Isha Rath,9465872931,isha.rath@gmail.com,Jajpur,Physics,Only 9th-10th CBSE,Interactive and student-centered,478,In-person,15,M.A
Roma Mohanty,9856126226,roma.mohanty@gmail.com,Bargarh,Chemistry,Only 9th-10th all,Interactive and student-centered,489,In-person,11,B.Ed
Ekansh Swarup,7986610632,ekansh.swarup@gmail.com,Dhenkanal,Physical Education,Class 6-10 CHSE & CBSE,Interactive and student-centered,870,In-person,2,B.Sc
Sonali Bhunia,7156024826,sonali.bhunia@gmail.com,Jajpur,Psychology,Class 6-10 CBSE,Interactive and student-centered,712,Online,16,M.A
Neha Nayak,7738870925,neha.nayak@gmail.com,Nabarangpur,Hindi,Class 11-12 CBSE,Interactive and student-centered,588,Both,19,M.A
Prasoon Bhanja,9462929788,prasoon.bhanja@gmail.com,Nayagarh,Political Science,Class 11-12 ICSE,Interactive and student-centered,722,Online,11,M.A
Jayesh Jena,7425138529,jayesh.jena@gmail.com,Rayagada,Hindi,Only 9th-10th CBSE,Interactive and student-centered,988,Both,4,B.Ed
Padma Barik,7291552881,padma.barik@gmail.com,Keonjhar,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,484,Both,10,M.A
Savita Bhanja,9234639484,savita.bhanja@gmail.com,Nuapada,Physics,Class 11-12 CHSE,Interactive and student-centered,815,In-person,2,PhD
Sudhir Patnaik,7140759046,sudhir.patnaik@gmail.com,Bhadrak,General Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,946,In-person,4,M.A
Prasoon Maji,7197646440,prasoon.maji@gmail.com,Angul,Chemistry,Only 9th-10th CHSE & CBSE,Interactive and student-centered,898,In-person,4,PhD
Karan Thakur,8460928908,karan.thakur@gmail.com,Gajapati,Statistics,Only 9th-10th CBSE,Interactive and student-centered,933,Online,4,B.Ed
Kriti Khatua,8653596188,kriti.khatua@gmail.com,Malkangiri,Music,Class 1-5 all,Interactive and student-centered,586,Both,13,B.Ed
Soni Das,8337570042,soni.das@gmail.com,Balasore,Environmental Studies,Only 9th-10th all,Interactive and student-centered,491,Online,11,B.Sc
Hemal Pattanaik,7123486474,hemal.pattanaik@gmail.com,Malkangiri,English,Class 11-12 all,Interactive and student-centered,940,Online,17,M.A
Sandeep Nayak,9991907307,sandeep.nayak@gmail.com,Keonjhar,Psychology,Class 11-12 all,Interactive and student-centered,583,Online,9,M.A
Jayesh Maharana,9950728395,jayesh.maharana@gmail.com,Mayurbhanj,General Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,565,Online,5,B.Ed
Aayushi Rathi,8703335444,aayushi.rathi@gmail.com,Sambalpur,English,Class 1-5 CHSE & CBSE,Interactive and student-centered,698,Online,6,PhD
Tushar Dash,7644995589,tushar.dash@gmail.com,Jagatsinghpur,Sociology,Class 6-10 CBSE,Interactive and student-centered,812,Online,8,PhD
Sudha Dash,8735120124,sudha.dash@gmail.com,Jagatsinghpur,Computer Science,Only 9th-10th all,Interactive and student-centered,792,In-person,8,PhD
Ravi Maji,7928114989,ravi.maji@gmail.com,Dhenkanal,Hindi,Only 9th-10th CHSE,Interactive and student-centered,356,Online,20,M.Sc
Kalyani Bhanja,7928348847,kalyani.bhanja@gmail.com,Nayagarh,Business Studies,Class 1-5 CHSE,Interactive and student-centered,626,Online,13,B.Sc
Amrita Dhal,9282319733,amrita.dhal@gmail.com,Gajapati,Psychology,Class 11-12 CBSE,Interactive and student-centered,336,Both,16,PhD
Punit Nayak,7520767553,punit.nayak@gmail.com,Malkangiri,General Science,Only 9th-10th CBSE,Interactive and student-centered,378,Both,5,B.Sc
Vishakha Jadhav,7750022546,vishakha.jadhav@gmail.com,Cuttack,Art and Craft,Class 1-5 all,Interactive and student-centered,439,In-person,17,PhD
Shivam Mohanty,9808440529,shivam.mohanty@gmail.com,Koraput,General Science,Class 6-10 ICSE,Interactive and student-centered,898,Both,17,M.Sc
Sagar Mishra,9127222054,sagar.mishra@gmail.com,Balasore,Economics,Class 11-12 CBSE,Interactive and student-centered,413,Both,11,B.Ed
Aniket Patra,8115363008,aniket.patra@gmail.com,Dhenkanal,Biology,Class 6-10 CHSE,Interactive and student-centered,527,Online,20,M.A
Trisha Biswal,9745831601,trisha.biswal@gmail.com,Keonjhar,Environmental Studies,Class 11-12 ICSE,Interactive and student-centered,332,Both,13,PhD
Akash Bhoi,8690376483,akash.bhoi@gmail.com,Kalahandi,Physical Education,Class 6-10 ICSE,Interactive and student-centered,718,Both,17,M.Sc
Pooja Kumar,8390000683,pooja.kumar@gmail.com,Cuttack,Business Studies,Class 6-10 CHSE,Interactive and student-centered,341,Both,6,PhD
Pallav Nath,9709814726,pallav.nath@gmail.com,Malkangiri,Social Studies,Only 9th-10th ICSE,Interactive and student-centered,396,In-person,19,B.Ed
Gitali Jena,8960996437,gitali.jena@gmail.com,Kandhamal,Computer Science,Class 11-12 all,Interactive and student-centered,997,Online,18,M.A
Aayushi Sethi,9869855504,aayushi.sethi@gmail.com,Bargarh,Social Studies,Class 11-12 CHSE,Interactive and student-centered,852,In-person,14,M.A
Ritesh Bhoi,7639559336,ritesh.bhoi@gmail.com,Bhadrak,Psychology,Only 9th-10th CHSE,Interactive and student-centered,745,Online,6,B.Ed
Rahul Maheshwari,9442107130,rahul.maheshwari@gmail.com,Jagatsinghpur,Biology,Only 9th-10th ICSE,Interactive and student-centered,661,In-person,6,M.A
Indu Rai,8405891367,indu.rai@gmail.com,Bhadrak,Political Science,Only 9th-10th ICSE,Interactive and student-centered,342,In-person,4,PhD
Suresh Mohanty,7441315316,suresh.mohanty@gmail.com,Jagatsinghpur,Hindi,Class 11-12 CBSE,Interactive and student-centered,617,Online,16,M.A
Meenal Mishra,9948677865,meenal.mishra@gmail.com,Rayagada,Psychology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,889,In-person,15,B.Ed
Gaurav Rai,8942299586,gaurav.rai@gmail.com,Deogarh,Hindi,Class 11-12 ICSE,Interactive and student-centered,994,Both,5,PhD
Atharv Bhoi,9739145376,atharv.bhoi@gmail.com,Jharsuguda,Hindi,Class 11-12 all,Interactive and student-centered,792,Both,1,PhD
Kavita Mali,7360948283,kavita.mali@gmail.com,Mayurbhanj,Physics,Class 11-12 all,Interactive and student-centered,321,Both,14,PhD
Vishal Bhowmick,9336990941,vishal.bhowmick@gmail.com,Dhenkanal,Computer Science,Only 9th-10th all,Interactive and student-centered,700,Both,5,B.Sc
Bhargav Reddy,8578940501,bhargav.reddy@gmail.com,Malkangiri,Informatics Practices,Only 9th-10th ICSE,Interactive and student-centered,529,Both,15,B.Sc
Seema Rout,7951617683,seema.rout@gmail.com,Sundargarh,Dance,Only 9th-10th CBSE,Interactive and student-centered,974,Online,18,M.A
Mahesh Khatua,9830182666,mahesh.khatua@gmail.com,Bhadrak,Biology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,960,Online,2,B.Sc
Karthik Mohanty,9987749203,karthik.mohanty@gmail.com,Bhadrak,Physics,Only 9th-10th CHSE,Interactive and student-centered,877,Both,13,B.Ed
Deepak Bhowmick,9569988245,deepak.bhowmick@gmail.com,Bargarh,Political Science,Class 6-10 CBSE,Interactive and student-centered,865,Both,11,PhD
Neerja Nayak,8190694460,neerja.nayak@gmail.com,Puri,Computer Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,968,Both,19,M.A
Sudha Ghosh,7983174549,sudha.ghosh@gmail.com,Dhenkanal,Informatics Practices,Class 11-12 all,Interactive and student-centered,637,Online,5,M.A
Saurav Panda,9355229173,saurav.panda@gmail.com,Bhadrak,Dance,Class 11-12 CHSE,Interactive and student-centered,565,Both,12,M.Sc
Gaurav Das,9547272723,gaurav.das@gmail.com,Kendrapara,Music,Only 9th-10th CBSE,Interactive and student-centered,976,Both,12,M.A
Urvashi Jena,7982756990,urvashi.jena@gmail.com,Kandhamal,Art and Craft,Class 11-12 CHSE,Interactive and student-centered,498,Online,2,B.Sc
Mohan Rout,8581822129,mohan.rout@gmail.com,Angul,General Science,Class 1-5 CBSE,Interactive and student-centered,597,Both,17,M.A
Ujjwal Dash,7546852865,ujjwal.dash@gmail.com,Sundargarh,Geography,Only 9th-10th CHSE & CBSE,Interactive and student-centered,748,Online,8,B.Ed
Chhavi Bhunia,7836357743,chhavi.bhunia@gmail.com,Mayurbhanj,History,Only 9th-10th CBSE,Interactive and student-centered,437,In-person,17,PhD
Rahul Patel,9299939821,rahul.patel@gmail.com,Angul,Environmental Studies,Only 9th-10th all,Interactive and student-centered,365,Online,19,M.Sc
Charu Tripathy,9592429605,charu.tripathy@gmail.com,Ganjam,Mathematics,Class 6-10 CHSE & CBSE,Interactive and student-centered,557,Online,2,M.A
Rashi Maharana,9535346422,rashi.maharana@gmail.com,Jajpur,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,719,Both,7,B.Sc
Karishma Samantray,8646782398,karishma.samantray@gmail.com,Kalahandi,Environmental Studies,Class 11-12 all,Interactive and student-centered,805,Both,16,B.Sc
Parth Kar,9985248476,parth.kar@gmail.com,Nuapada,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,493,Online,14,B.Ed
Priyank Panda,8346317845,priyank.panda@gmail.com,Keonjhar,History,Class 11-12 all,Interactive and student-centered,728,Online,5,B.Ed
Pallav Maharana,7738445284,pallav.maharana@gmail.com,Malkangiri,Statistics,Class 1-5 CHSE & CBSE,Interactive and student-centered,613,In-person,15,B.Ed
Prakash Mishra,8248338194,prakash.mishra@gmail.com,Puri,Informatics Practices,Only 9th-10th CBSE,Interactive and student-centered,478,Online,14,M.Sc
Mitali Mohanty,9249307648,mitali.mohanty@gmail.com,Mayurbhanj,Biology,Class 1-5 CHSE,Interactive and student-centered,867,Both,4,M.Sc
Varun Thakur,9807027507,varun.thakur@gmail.com,Malkangiri,Geography,Only 9th-10th CHSE,Interactive and student-centered,535,Both,1,M.A
Soumya Mishra,9144386702,soumya.mishra@gmail.com,Jagatsinghpur,Accountancy,Class 6-10 all,Interactive and student-centered,883,Online,1,M.A
Amit Swain,8648812977,amit.swain@gmail.com,Jagatsinghpur,Chemistry,Class 6-10 ICSE,Interactive and student-centered,472,Both,16,M.A
Jyoti Sahu,7575547746,jyoti.sahu@gmail.com,Rayagada,Physical Education,Class 6-10 all,Interactive and student-centered,556,Both,7,B.Sc
Surendra Jadhav,8800006673,surendra.jadhav@gmail.com,Bargarh,English,Class 11-12 CBSE,Interactive and student-centered,761,Both,8,M.A
Jatin Bikash,8893208744,jatin.bikash@gmail.com,Sambalpur,Accountancy,Class 6-10 CHSE,Interactive and student-centered,767,In-person,19,B.Sc
Sanjay Das,7638646971,sanjay.das@gmail.com,Nabarangpur,General Science,Class 1-5 ICSE,Interactive and student-centered,507,In-person,4,M.Sc
Chandra Kumar,7769425807,chandra.kumar@gmail.com,Keonjhar,Hindi,Only 9th-10th CHSE,Interactive and student-centered,906,In-person,15,B.Sc
Gunjan Mohanty,7694864358,gunjan.mohanty@gmail.com,Bolangir,Hindi,Class 1-5 CBSE,Interactive and student-centered,607,Both,19,PhD
Harpreet Bhoi,8676185629,harpreet.bhoi@gmail.com,Rayagada,Sociology,Class 1-5 CHSE,Interactive and student-centered,950,Both,15,B.Ed
Atharv Das,9807808983,atharv.das@gmail.com,Dhenkanal,General Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,318,In-person,10,B.Sc
Deepak Pradhan,8354904859,deepak.pradhan@gmail.com,Kendrapara,Psychology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,784,Online,4,PhD
Pankaj Patel,8731709743,pankaj.patel@gmail.com,Ganjam,Music,Only 9th-10th all,Interactive and student-centered,606,In-person,16,B.Ed
Simi Tripathy,8934793242,simi.tripathy@gmail.com,Deogarh,Music,Class 1-5 ICSE,Interactive and student-centered,742,Both,8,M.A
Tejashwi Rathi,9695871322,tejashwi.rathi@gmail.com,Gajapati,Computer Science,Class 6-10 CBSE,Interactive and student-centered,517,Online,14,B.Ed
Darshan Mishra,7147944435,darshan.mishra@gmail.com,Nayagarh,Geography,Only 9th-10th all,Interactive and student-centered,630,Online,8,B.Ed
